Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EK,Livestock Patterns,216,Thailand,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),15,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,13.64,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),1182833.4,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.17,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,37.84,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),3281310.5,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.12,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,27.8,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),2410870,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,0.25,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),21391.7,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.05,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),4639.05,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),30,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.09,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,20.37,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),1766049,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,0.05,Fc,Calculated data
EK,Livestock Patterns,216,Thailand,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),4288.3,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0.19,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,23.21,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),70000,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.26,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,31.47,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),94900,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,1.99,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),6000,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,3.68,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),11100,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.09,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,10.34,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),31200,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.23,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,28.18,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),85000,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,1.13,Fc,Calculated data
EK,Livestock Patterns,176,Timor-Leste,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),3400,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.15,Fc,Calculated data
EK,Livestock Patterns,217,Togo,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),990,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,21.03,Fc,Calculated data
EK,Livestock Patterns,217,Togo,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),142500,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,16.97,Fc,Calculated data
EK,Livestock Patterns,217,Togo,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),115000,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,21.7,Fc,Calculated data
EK,Livestock Patterns,217,Togo,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),147000,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.12,Fc,Calculated data
EK,Livestock Patterns,217,Togo,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),800,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,13.46,Fc,Calculated data
EK,Livestock Patterns,217,Togo,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),91200,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,217,Togo,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,26.57,Fc,Calculated data
EK,Livestock Patterns,217,Togo,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),180000,Fc,Calculated data
EK,Livestock Patterns,218,Tokelau,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.08,Fc,Calculated data
EK,Livestock Patterns,218,Tokelau,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,20,Fc,Calculated data
EK,Livestock Patterns,218,Tokelau,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),50,Fc,Calculated data
EK,Livestock Patterns,218,Tokelau,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.33,Fc,Calculated data
EK,Livestock Patterns,218,Tokelau,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,80,Fc,Calculated data
EK,Livestock Patterns,218,Tokelau,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),200,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.23,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,19.5,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),6750,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.1,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,8.67,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),3000,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,3.61,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),1250,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.25,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,21.41,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),7410,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.54,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,46.81,Fc,Calculated data
EK,Livestock Patterns,219,Tonga,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),16200,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.34,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),1075,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,1.08,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),3390,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.29,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,5.55,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),17388,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,4.58,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,87.81,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),275000,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.1,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,1.87,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),5855,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.24,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),747.5,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.35,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),1110,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.14,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,2.65,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),8288,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,0.11,Fc,Calculated data
EK,Livestock Patterns,220,Trinidad and Tobago,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),338,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,5.3,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),120000,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7213,Livestock units per agricultural land area,1126,Camels,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7211,Share in total livestock,1126,Camels,2003,2003,% of total LSU,7.78,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,5118,Stocks,1126,Camels,2003,2003,Livestock units (LSU),176250,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,21,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),475608,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,27.38,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),620000,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,6.09,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),137900,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,1.01,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),22800,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,2.17,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),49200,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,0.05,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),1200,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,29.21,Fc,Calculated data
EK,Livestock Patterns,222,Tunisia,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),661320,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,1.57,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),208500,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,0.64,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),84700,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7213,Livestock units per agricultural land area,1126,Camels,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7211,Share in total livestock,1126,Camels,2003,2003,% of total LSU,0,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,5118,Stocks,1126,Camels,2003,2003,Livestock units (LSU),660,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.17,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,51.66,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),6862800,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,20.89,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),2775330,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,5.1,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),678000,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.75,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),99600,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.43,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),57000,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,0.01,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),719,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,18.95,Fc,Calculated data
EK,Livestock Patterns,223,Turkey,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),2517400,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.49,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),12500,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,44.25,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),1140000,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,2.72,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),70000,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,3.49,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),90000,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.63,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),16250,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,0.29,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),7500,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,48.13,Fc,Calculated data
EK,Livestock Patterns,213,Turkmenistan,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),1240000,Fc,Calculated data
EK,Livestock Patterns,227,Tuvalu,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.26,Fc,Calculated data
EK,Livestock Patterns,227,Tuvalu,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,14.29,Fc,Calculated data
EK,Livestock Patterns,227,Tuvalu,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),450,Fc,Calculated data
EK,Livestock Patterns,227,Tuvalu,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,1.59,Fc,Calculated data
EK,Livestock Patterns,227,Tuvalu,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,85.71,Fc,Calculated data
EK,Livestock Patterns,227,Tuvalu,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),2700,Fc,Calculated data
EK,Livestock Patterns,226,Uganda,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,226,Uganda,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.11,Fc,Calculated data
EK,Livestock Patterns,226,Uganda,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),5370,Fc,Calculated data
EK,Livestock Patterns,226,Uganda,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.25,Fc,Calculated data
EK,Livestock Patterns,226,Uganda,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,67.82,Fc,Calculated data
EK,Livestock Patterns,226,Uganda,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),3259500,Fc,Calculated data
