Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Guinea-Bissau,GNB,..,0.175,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Guyana,GUY,..,1.64,1.445,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Hungary,HUN,..,..,..,..,5.051,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Iceland,ISL,..,..,..,..,3.571,..,..,0.2783,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,India,IND,500,610.4,647.5,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Indonesia,IDN,74.32,113.3,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Iraq,IRQ,42.8,65.99,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Israel,ISR,1.584,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Italy,ITA,..,45.08,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Jordan,JOR,..,..,..,..,0.849,..,..,1.104,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kazakhstan,KAZ,..,..,19.98,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kenya,KEN,2.049,..,3.218,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Korea, Rep.",KOR,20.57,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Kyrgyz Republic,KGZ,..,10.08,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Latvia,LVA,..,..,..,..,0.2482,0.236,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Lebanon,LBN,..,1.266,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Lesotho,LSO,..,0.0438,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Liberia,LBR,..,0.1308,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Libya,LBY,4.76,4.308,..,..,5.76,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Lithuania,LTU,..,..,..,0.6264,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Luxembourg,LUX,..,..,..,..,0.0445,0.0431,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Madagascar,MDG,..,13.37,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Malaysia,MYS,10.12,9.301,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Malta,MLT,..,..,..,..,0.017,0.0224,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Mauritania,MRT,..,1.599,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Mauritius,MUS,0.566,0.61,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Mexico,MEX,..,..,..,..,81.91,..,..,85.66,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Monaco,MCO,0.0067,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Montenegro,MNE,..,..,0.1609,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Morocco,MAR,..,..,10.35,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Mozambique,MOZ,0.605,..,..,..,..,..,..,1.473,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Myanmar,MMR,..,33.23,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Nepal,NPL,..,9.562,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Netherlands,NLD,..,..,..,..,10.72,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,New Zealand,NZL,..,..,5.201,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Nicaragua,NIC,..,..,..,1.545,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Nigeria,NGA,..,10.31,12.47,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Oman,OMN,..,1.3,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Pakistan,PAK,..,172.6,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Panama,PAN,..,..,1.037,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Papua New Guinea,PNG,..,0.2714,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Paraguay,PRY,..,0.49,..,..,2.413,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Poland,POL,..,..,..,..,11.47,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Puerto Rico,PRI,0.7976,0.8564,1.017,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Qatar,QAT,..,0.1639,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Romania,ROU,20.41,..,..,..,6.482,6.418,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Russian Federation,RUS,..,..,..,..,..,61,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Rwanda,RWA,..,0.15,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Serbia,SRB,..,..,..,..,3.869,4.15,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Sierra Leone,SLE,..,0.1889,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Slovak Republic,SVK,..,..,..,..,0.6653,..,0.5593,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Slovenia,SVN,..,..,..,..,0.9281,1.156,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Somalia,SOM,..,3.29,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,South Africa,ZAF,13.29,12.73,..,..,..,15.5,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,South Sudan,SSD,..,..,..,0.658,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Spain,ESP,..,..,..,..,36.75,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Sri Lanka,LKA,9.769,13.01,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,St. Kitts and Nevis,KNA,..,..,..,..,0.0123,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,St. Vincent and the Grenadines,VCT,..,..,..,..,..,0.0079,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Sudan,SDN,..,..,..,26.93,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Suriname,SUR,..,0.67,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Sweden,SWE,..,..,2.689,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Switzerland,CHE,..,..,..,..,2.005,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Tajikistan,TJK,..,11.66,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Trinidad and Tobago,TTO,..,0.314,..,0.3362,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Tunisia,TUN,3.067,..,..,3.217,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Turkey,TUR,..,42,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Turkmenistan,TKM,..,24.91,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Ukraine,UKR,..,18.28,14.85,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,United Arab Emirates,ARE,..,2.334,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,United Kingdom,GBR,12.02,..,..,..,8.017,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,United States,USA,465.1,473.5,418.7,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Uruguay,URY,..,3.66,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Venezuela, RB",VEN,..,9.059,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,"Yemen, Rep.",YEM,2.922,3.384,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..
"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
